Use Group,Use Header,Use Name,Use Name Full,Use NAICS Code,NAICS Notes,NAICS to subtract,Zoning District,Permitted Value,Not permitted,Permitted,Permitted with limitations,Permitted with limitations*,Special Permit,Size Restrictions,Additional Conditions,Open Use Allowances,Is Allowed,Limitations
VI Services,Personal and Laundry Services (812),Industrial dry cleaning and laundry services,Dry cleaning and laundry services (8123) - Industrial dry cleaning and laundry services,8123,,,R1,–,True,False,,,,,,,No,
VI Services,Personal and Laundry Services (812),Pet care services (81291),Pet care services (81291),81291,,,R1,–,True,False,,,,,,,No,
VI Services,Personal and Laundry Services (812),All other personal services (in 8129),All other personal services (in 8129),8129,8129 minus 81291,81291.0,R1,–,True,False,,,,,,,No,
VII,Laboratories,Laboratories,Laboratories,,,,R1,○,False,False,,,https://zr.planning.nyc.gov/article-ii/chapter-2#22-17,,,,"Yes, by special permit",
VII,Offices,"Offices, business, professional including ambulatory diagnostic or treatment health care, or governmental","Offices, business, professional including ambulatory diagnostic or treatment health care, or governmental",,,,R1,○,False,False,,,https://zr.planning.nyc.gov/article-ii/chapter-2#22-17,,,,"Yes, by special permit",
VIII,Amusement and Recreation Facilities,#Amusement or recreation facilities#,#Amusement or recreation facilities#,,"71312, 71394 (except health and fitness), 71399(all others)",,R1,–,True,False,,,,,,,No,
VIII,Amusement and Recreation Facilities,#Select entertainment facilities#,#Select entertainment facilities#,,"71395, 71399(Billiard parlors, Escape rooms, Racetracks, slot car (i.e., amusement devices))",,R1,–,True,False,,,,,,,No,
VIII,Amusement and Recreation Facilities,#Outdoor amusement parks#,#Outdoor amusement parks#,,71311,,R1,–,True,False,,,,,,,No,
VIII,Art Galleries and Studios,Art galleries,Art galleries,,,,R1,–,True,False,,,,,,,No,
VIII,Art Galleries and Studios,"Art, music, dancing or theatrical studios","Art, music, dancing or theatrical studios",,,,R1,–,True,False,,,,,,,No,
VIII,Art Galleries and Studios,Production or entertainment studios,Production or entertainment studios,,,,R1,–,True,False,,,,,,,No,
VIII,Entertainment and Sporting Venues,Arenas or auditoriums,Arenas or auditoriums,,,,R1,–,True,False,,,,,,,No,
VIII,Entertainment and Sporting Venues,Drive-in theaters,Drive-in theaters,,,,R1,–,True,False,,,,,,,No,
VIII,Entertainment and Sporting Venues,Racetracks,Racetracks,,,,R1,–,True,False,,,,,,,No,
VIII,Entertainment and Sporting Venues,Stadiums,Stadiums,,,,R1,–,True,False,,,,,,,No,
VIII,Entertainment and Sporting Venues,Theaters,Theaters,,,,R1,–,True,False,,,,,,,No,
VIII,Other Assembly Spaces,"Banquet, function or reception halls","Banquet, function or reception halls",,,,R1,–,True,False,,,,,,,No,
VIII,Other Assembly Spaces,Gaming facilities,Gaming facilities,,,,R1,–,True,False,,,,,,,No,
VIII,Other Assembly Spaces,Historical exhibits,Historical exhibits,,,,R1,–,True,False,,,,,,,No,
VIII,Other Assembly Spaces,Meeting halls,Meeting halls,,,,R1,–,True,False,,,,,,,No,
VIII,Other Assembly Spaces,Non-commercial clubs,Non-commercial clubs,,,,R1,–,True,False,,,,,,,No,
VIII,Other Assembly Spaces,Observation decks,Observation decks,,,,R1,–,True,False,,,,,,,No,
VIII,Other Assembly Spaces,Outdoor day camps,Outdoor day camps,,,,R1,○,False,False,,,https://zr.planning.nyc.gov/article-ii/chapter-2#22-18,,,,"Yes, by special permit",
VIII,Other Assembly Spaces,Publicly accessible spaces,Publicly accessible spaces,,,,R1,–,True,False,,,,,,,No,
VIII,Other Assembly Spaces,Riding academies or stables,Riding academies or stables,,,,R1,○,False,False,,,https://zr.planning.nyc.gov/article-ii/chapter-2#22-18,,,,"Yes, by special permit",
VIII,Other Assembly Spaces,Trade expositions,Trade expositions,,,,R1,–,True,False,,,,,,,No,
IX(A),General Storage,Building materials or contractors' yard,Building materials or contractors' yard,,,,R1,–,True,False,,,,,,,No,
IX(A),General Storage,"Depositories for storage of office records, microfilm or computer tapes, or for data processing","Depositories for storage of office records, microfilm or computer tapes, or for data processing",,,,R1,–,True,False,,,,,,,No,
IX(A),General Storage,Micro-distribution facility,Micro-distribution facility,,,,R1,–,True,False,,,,,,,No,
IX(A),General Storage,Moving or storage offices,Moving or storage offices,,,,R1,–,True,False,,,,,,,No,
IX(A),General Storage,#Self-service storage facility#,#Self-service storage facility#,,,,R1,–,True,False,,,,,,,No,
IX(A),General Storage,Trucking terminals or motor freight stations,Trucking terminals or motor freight stations,,,,R1,–,True,False,,,,,,,No,
IX(A),General Storage,Warehouses,Warehouses,,,,R1,–,True,False,,,,,,,No,
IX(A),General Storage,Wholesale establishments,Wholesale establishments,,,,R1,–,True,False,,,,,,,No,
IX(B),Specialized Storage,Coal or gas storage,Coal or gas storage,,,,R1,–,True,False,,,,,,,No,
IX(B),Specialized Storage,"Explosives storage, when not prohibited by other ordinances","Explosives storage, when not prohibited by other ordinances",,,,R1,–,True,False,,,,,,,No,
IX(B),Specialized Storage,Grain storage,Grain storage,,,,R1,–,True,False,,,,,,,No,
IX(B),Specialized Storage,"Junk or salvage yards, including auto wrecking or similar establishments","Junk or salvage yards, including auto wrecking or similar establishments",,,,R1,–,True,False,,,,,,,No,
IX(B),Specialized Storage,Lumber yard,Lumber yard,,,,R1,–,True,False,,,,,,,No,
IX(B),Specialized Storage,"Manure, peat or topsoil storage","Manure, peat or topsoil storage",,,,R1,–,True,False,,,,,,,No,
IX(B),Specialized Storage,"Petroleum or petroleum products, storage or handling","Petroleum or petroleum products, storage or handling",,,,R1,–,True,False,,,,,,,No,
IX(B),Specialized Storage,Refrigerating plants,Refrigerating plants,,,,R1,–,True,False,,,,,,,No,
IX(B),Specialized Storage,"Scrap metal, junk, paper or rags storage, sorting, or baling","Scrap metal, junk, paper or rags storage, sorting, or baling",,,,R1,–,True,False,,,,,,,No,
IX(C),Vehicle Storage,Boat storage,Boat storage,,,,R1,–,True,False,,,,,,,No,
IX(C),Vehicle Storage,"Commercial or public vehicle storage, including #accessory# motor fuel pumps","Commercial or public vehicle storage, including #accessory# motor fuel pumps",,,,R1,–,True,False,,,,,,,No,
IX(C),Vehicle Storage,Dead storage of motor vehicles,Dead storage of motor vehicles,,,,R1,–,True,False,,,,,,,No,
IX(C),Vehicle Storage,#Public parking garages# or #public parking lots#,#Public parking garages# or #public parking lots#,,,,R1,–,True,False,,,,,,,No,
X,Food Manufacturing (311),Animal food manufacturing (3111),Animal food manufacturing (3111),3111,,,R1,–,True,False,,,,,,,No,
X,Food Manufacturing (311),Sugar manufacturing (31131),Sugar and confectionary product manufacturing (3113) - Sugar manufacturing (31131),31131,,,R1,–,True,False,,,,,,,No,
X,Food Manufacturing (311),All other sugar and confectionary product manufacturing (in 3113),Sugar and confectionary product manufacturing (3113) - All other sugar and confectionary product manufacturing (in 3113),3113,3113 minus 31131,31131.0,R1,–,True,False,,,,,,,No,
X,Food Manufacturing (311),Animal slaughtering and processing (3116),Animal slaughtering and processing (3116),3116,,,R1,–,True,False,,,,,,,No,
X,Food Manufacturing (311),Seafood product preparation and packaging (3117),Seafood product preparation and packaging (3117),3117,,,R1,–,True,False,,,,,,,No,
X,Food Manufacturing (311),All other food manufacturing (in 311),All other food manufacturing (in 311),311,"311 minus 3116, 3117",3116.0,R1,–,True,False,,,,,,,No,
X,Food Manufacturing (311),All other food manufacturing (in 311),All other food manufacturing (in 311),311,"311 minus 3116, 3117",3117.0,R1,–,True,False,,,,,,,No,
X,Beverage and Tobacco Product Manufacturing (312),Distilleries (31214),Beverage manufacturing (3121) - Distilleries (31214),31214,,,R1,–,True,False,,,,,,,No,
X,Beverage and Tobacco Product Manufacturing (312),All other beverage manufacturing (in 3121),Beverage manufacturing (3121) - All other beverage manufacturing (in 3121),3121,3121 minus 31214,31214.0,R1,–,True,False,,,,,,,No,
X,Beverage and Tobacco Product Manufacturing (312),Tobacco manufacturing (3122),Tobacco manufacturing (3122),3122,,,R1,–,True,False,,,,,,,No,
X,Textile & Textile Product Mills (313 - 314),Textile mills (313),Textile mills (313),313,,,R1,–,True,False,,,,,,,No,
X,Textile & Textile Product Mills (313 - 314),Textile product mills (314),Textile product mills (314),314,,,R1,–,True,False,,,,,,,No,
X,Apparel Manufacturing (315),Apparel manufacturing (315),Apparel manufacturing (315),315,,,R1,–,True,False,,,,,,,No,
X,Leather and Allied Product Manufacturing (316),Leather and hide tanning and finishing (3161),Leather and hide tanning and finishing (3161),3161,,,R1,–,True,False,,,,,,,No,
X,Leather and Allied Product Manufacturing (316),Footwear manufacturing (3162),Footwear manufacturing (3162),3162,,,R1,–,True,False,,,,,,,No,
X,Leather and Allied Product Manufacturing (316),Other leather and allied product manufacturing (3169),Other leather and allied product manufacturing (3169),3169,,,R1,–,True,False,,,,,,,No,
X,Wood Product Manufacturing (321),Sawmills and wood preservation (3211),Sawmills and wood preservation (3211),3211,,,R1,–,True,False,,,,,,,No,
X,Wood Product Manufacturing (321),"Veneer, plywood, and engineered wood product manufacturing (3212)","Veneer, plywood, and engineered wood product manufacturing (3212)",3212,,,R1,–,True,False,,,,,,,No,
X,Wood Product Manufacturing (321),Other wood product manufacturing (3219),Other wood product manufacturing (3219),3219,,,R1,–,True,False,,,,,,,No,
X,Paper Manufacturing (322),"Pulp, paper, and paperboard mills (3221)","Pulp, paper, and paperboard mills (3221)",3221,,,R1,–,True,False,,,,,,,No,
X,Paper Manufacturing (322),Stationary product manufacturing (32223),Converted paper product manufacturing (3222) - Stationary product manufacturing (32223),32223,,,R1,–,True,False,,,,,,,No,
X,Paper Manufacturing (322),All other converted paper product manufacturing (in 3222),Converted paper product manufacturing (3222) - All other converted paper product manufacturing (in 3222),3222,3222 minus 32223,32223.0,R1,–,True,False,,,,,,,No,
X,Printing and Related Support Activities (323),Printing and related support activities (3231),Printing and related support activities (3231),3231,,,R1,–,True,False,,,,,,,No,
X,Petroleum and Coal Products Manufacturing (324),Petroleum and coal products manufacturing (3241),Petroleum and coal products manufacturing (3241),3241,,,R1,–,True,False,,,,,,,No,
X,Chemical Manufacturing (325),Pharmaceutical and medicine manufacturing (3254),Pharmaceutical and medicine manufacturing (3254),3254,,,R1,–,True,False,,,,,,,No,
X,Chemical Manufacturing (325),Soap and other detergent manufacturing (325611),"Soap, cleaning compound, and toilet preparation manufacturing (3256) - Soap and other detergent manufacturing (325611)",325611,,,R1,–,True,False,,,,,,,No,
X,Chemical Manufacturing (325),"All other soap, cleaning compound and toilet preparation manufacturing (in 3256)","Soap, cleaning compound, and toilet preparation manufacturing (3256) - All other soap, cleaning compound and toilet preparation manufacturing (in 3256)",3256,3256 minus 325611,325611.0,R1,–,True,False,,,,,,,No,
X,Chemical Manufacturing (325),All other chemical manufacturing (in 325),All other chemical manufacturing (in 325),325,"325 minus 3254, 3256",3254.0,R1,–,True,False,,,,,,,No,
X,Chemical Manufacturing (325),All other chemical manufacturing (in 325),All other chemical manufacturing (in 325),325,"325 minus 3254, 3256",3256.0,R1,–,True,False,,,,,,,No,
X,Plastics and Rubber Products Manufacturing (326),Plastics and rubber products manufacturing (326),Plastics and rubber products manufacturing (326),326,,,R1,–,True,False,,,,,,,No,
X,Nonmetallic Mineral Product Manufacturing (327),Clay building material and refractories manufacturing (32712),Clay product and refractory manufacturing (3271) - Clay building material and refractories manufacturing (32712),32712,,,R1,–,True,False,,,,,,,No,
X,Nonmetallic Mineral Product Manufacturing (327),All other clay product and refractory manufacturing (in 3271),Clay product and refractory manufacturing (3271) - All other clay product and refractory manufacturing (in 3271),3271,3271 minus 32712,32712.0,R1,–,True,False,,,,,,,No,
X,Nonmetallic Mineral Product Manufacturing (327),Flat glass manufacturing (327211),Glass and glass product manufacturing (3272) - Flat glass manufacturing (327211),327211,,,R1,–,True,False,,,,,,,No,
X,Nonmetallic Mineral Product Manufacturing (327),Other pressed and blown glass and glassware manufacturing (327212),Glass and glass product manufacturing (3272) - Other pressed and blown glass and glassware manufacturing (327212),327212,,,R1,–,True,False,,,,,,,No,
X,Nonmetallic Mineral Product Manufacturing (327),All other glass and glass product manufacturing (in 3272),Glass and glass product manufacturing (3272) - All other glass and glass product manufacturing (in 3272),3272,"3272 minus 327211, 327212",327211.0,R1,–,True,False,,,,,,,No,
X,Nonmetallic Mineral Product Manufacturing (327),All other glass and glass product manufacturing (in 3272),Glass and glass product manufacturing (3272) - All other glass and glass product manufacturing (in 3272),3272,"3272 minus 327211, 327212",327212.0,R1,–,True,False,,,,,,,No,
