Use Group,Use Header,Use Name,Use NAICS Code,Processed NAICS,NAICS index names to include,NAICS Notes,NAICS to subtract,NAICS index names to subtract,Use Notes,NAICS_Type,Zoning District,Permitted Value,Not permitted,Permitted,Permitted with limitations,Permitted with limitations*,Special Permit,Size Restrictions,Additional Conditions,Open Use Allowances,Is Allowed,Is Allowed flag,Limitations
III(B),Health Institutions and Facilities,"Proprietary hospitals and related facilities, except animal hospitals",,,,,,,,0,C7,●,False,True,False,False,False,False,False,False,Yes,True,
III(B),Other Institutions and Facilities,Community centers or settlement houses without sleeping accommodations,,,,,,,,0,C7,●,False,True,False,False,False,False,False,False,Yes,True,
III(B),Other Institutions and Facilities,Libraries,,,,,,,,0,C7,●,False,True,False,False,False,False,False,False,Yes,True,
III(B),Other Institutions and Facilities,Museums,,,,,,,,0,C7,●,False,True,False,False,False,False,False,False,Yes,True,
III(B),Other Institutions and Facilities,Non-commercial art galleries,,,,,,,,0,C7,●,False,True,False,False,False,False,False,False,Yes,True,
III(B),Other Institutions and Facilities,Non-commercial clubs without sleeping accomodations,,,,,,,,0,C7,●P,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-133,False,"Yes, subject to additional conditions",True,
III(B),Other Institutions and Facilities,Non-commercial recreation centers,,,,,,,,0,C7,●,False,True,False,False,False,False,False,False,Yes,True,
III(B),Other Institutions and Facilities,"Philanthropic or non-profit institutions without sleeping accommodations, excluding ambulatory diagnostic or treatment health care facilities",,,,,,,,0,C7,●S,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-132,False,False,"Yes, subject to size restrictions",True,
III(B),Other Institutions and Facilities,Welfare centers,,,,,,,,0,C7,●,False,True,False,False,False,False,False,False,Yes,True,
IV(A),Public Service Buildings,Court houses,,,,,,,,0,C7,●,False,True,False,False,False,False,False,False,Yes,True,
IV(A),Public Service Buildings,Fire or police stations,,,,,,,,0,C7,●,False,True,False,False,False,False,False,False,Yes,True,
IV(A),Other Facilities,Prisons,,,,,,,,0,C7,●,False,True,False,False,False,False,False,False,Yes,True,
IV(B),Communication Infrastructure,"Radio or television towers, non-#accessory#",,,,,,,See ZR Glossary for #accessory# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C7,○,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,False,False,False,"Yes, by special permit",True,
IV(B),Communication Infrastructure,Telephone exchanges or other communications equipment structures,,,,,,,,0,C7,●P,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-143,False,"Yes, subject to additional conditions",True,
IV(B),Electric and Gas Infrastructure,Electric power or steam generating plants,,,,,,,,0,C7,–,True,False,False,False,False,False,False,False,No,False,
IV(B),Electric and Gas Infrastructure,Electric utility substations,,,,,,,,0,C7,●S     U,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-142,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to size restrictions, subject to open use allowances",True,
IV(B),Electric and Gas Infrastructure,Gas utility substations,,,,,,,,0,C7,●S     U,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-142,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to size restrictions, subject to open use allowances",True,
IV(B),Electric and Gas Infrastructure,Public utility stations for oil or gas metering or regulating,,,,,,,,0,C7,●,False,True,False,False,False,False,False,False,Yes,True,
IV(B),Electric and Gas Infrastructure,"Terminal facilities at river crossings for access to electric, gas, or steam lines",,,,,,,,0,C7,●,False,True,False,False,False,False,False,False,Yes,True,
IV(B),"Sewage, Storm Water and Waste Infrastructure",Composting,,,,,,,,0,C7,–,True,False,False,False,False,False,False,False,No,False,
IV(B),"Sewage, Storm Water and Waste Infrastructure","Dumps, recycling or material recovery facilities, marine transfer stations for garbage or slag piles",,,,,,,,0,C7,–,True,False,False,False,False,False,False,False,No,False,
IV(B),"Sewage, Storm Water and Waste Infrastructure","Incineration or reduction of garbage, offal or dead animals",,,,,,,,0,C7,–,True,False,False,False,False,False,False,False,No,False,
IV(B),"Sewage, Storm Water and Waste Infrastructure",Radioactive waste disposal services involving the handling or storage of radioactive waste,,,,,,,,0,C7,–,True,False,False,False,False,False,False,False,No,False,
IV(B),"Sewage, Storm Water and Waste Infrastructure",Sewage disposal plants,,,,,,,,0,C7,○,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,False,False,False,"Yes, by special permit",True,
IV(B),"Sewage, Storm Water and Waste Infrastructure",Water or sewage pumping stations,,,,,,,,0,C7,●,False,True,False,False,False,False,False,False,Yes,True,
IV(B),Transportation Infrastructure,Airports,,,,,,,,0,C7,–,True,False,False,False,False,False,False,False,No,False,
IV(B),Transportation Infrastructure,Boat launching facilities for non-commercial pleasure boats,,,,,,,,0,C7,●U,False,True,False,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to open use allowances",True,
IV(B),Transportation Infrastructure,Bus stations,,,,,,,,0,C7,○,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,False,False,False,"Yes, by special permit",True,
IV(B),Transportation Infrastructure,Docks,,,,,,,,0,C7,●S     P     U,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-142,https://zr.planning.nyc.gov/article-iii/chapter-2#32-143,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to size restrictions, subject to additional conditions, subject to open use allowances",True,
IV(B),Transportation Infrastructure,"Freight terminals, yards or appurtenances, or facilities or services used or required in railroad operations, but not including passenger stations",,,,,,,,0,C7,–,True,False,False,False,False,False,False,False,No,False,
IV(B),Transportation Infrastructure,Heliports,,,,,,,,0,C7,○,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,False,False,False,"Yes, by special permit",True,
IV(B),Transportation Infrastructure,Mooring facilities for non-commercial pleasure boats,,,,,,,,0,C7,●U,False,True,False,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to open use allowances",True,
IV(B),Transportation Infrastructure,Public transit or railroad electric substations,,,,,,,,0,C7,○,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,False,False,False,"Yes, by special permit",True,
IV(B),Transportation Infrastructure,"Public transit yards, including #accessory# motor fuel pumps",,,,,,,See ZR Glossary for #accessory# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C7,–,True,False,False,False,False,False,False,False,No,False,
IV(B),Transportation Infrastructure,Railroad or transit rights-of-way,,,,,,,,0,C7,●U,False,True,False,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to open use allowances",True,
IV(B),Transportation Infrastructure,Railroad passenger stations,,,,,,,,0,C7,○,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,False,False,False,"Yes, by special permit",True,
IV(B),Transportation Infrastructure,Seaplane bases,,,,,,,,0,C7,○,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,False,False,False,"Yes, by special permit",True,
IV(B),Transportation Infrastructure,Truck weighing stations,,,,,,,,0,C7,–,True,False,False,False,False,False,False,False,No,False,
IV(C),Renewable Energy and Green Infrastructure,#Energy infrastructure equipment#,,,,,,,See ZR Glossary for #energy infrastructure equipment# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C7,●P     U,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-143,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to additional conditions, subject to open use allowances",True,
IV(C),Renewable Energy and Green Infrastructure,Public bicycle and micromobility parking,,,,,,,,0,C7,●U,False,True,False,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to open use allowances",True,
IV(C),Renewable Energy and Green Infrastructure,"Recycling, or organic material, receiving",,,,,,,,0,C7,●S,False,True,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-142,False,False,"Yes, subject to size restrictions",True,
V,Transient Accommodations,#Motels#,,,,,,,See ZR Glossary for #motel# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C7,●P,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-153,False,"Yes, subject to additional conditions",True,
V,Transient Accommodations,Overnight camps,,,,,,,,0,C7,○,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-155,False,False,False,"Yes, by special permit",True,
V,Transient Accommodations,#Tourist cabins#,,,,,,,See ZR Glossary for #tourist cabin# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C7,●P,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-153,False,"Yes, subject to additional conditions",True,
V,Transient Accommodations,#Transient hotels#,,,,,,,See ZR Glossary for #transient hotel# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,C7,●P,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-153,False,"Yes, subject to additional conditions",True,
VI Retail,Motor Vehicle and Parts Dealer (441),Automobile dealers (4411),4411,,,,,,,1,C7,●P,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,False,"Yes, subject to additional conditions",True,
VI Retail,Motor Vehicle and Parts Dealer (441),Boat dealers (441222),441222,,,,,,,1,C7,●P,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,False,"Yes, subject to additional conditions",True,
VI Retail,Motor Vehicle and Parts Dealer (441),All other motor vehicle dealers (in 4412),4412,4412 minus 441222,,,441222,,,3,C7,●P,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,False,"Yes, subject to additional conditions",True,
VI Retail,Motor Vehicle and Parts Dealer (441),"Automotive parts, accessories and tire retailers (4413)",4413,,,,,,,1,C7,●,False,True,False,False,False,False,False,False,Yes,True,
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),"Lumber yards, retail (in 444180)",444180 (select),444180 Lumber retailing yards,Lumber retailing yards,,,,"NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution",4,C7,●,False,True,False,False,False,False,False,False,Yes,True,
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),All other building material and supplies dealers (in 4441),4441,4441 minus 444180,,,444180,,,3,C7,●,False,True,False,False,False,False,False,False,Yes,True,
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),Lawn and garden equipment and supplies retailers (4442),4442,,,,,,,1,C7,●U,False,True,False,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-164,"Yes, subject to open use allowances",True,
VI Retail,Food and Beverage Retailers (445),Grocery and convenience retailers (4451),4451,,,,,,,1,C7,●,False,True,False,False,False,False,False,False,Yes,True,
VI Retail,Food and Beverage Retailers (445),Specialty food retailers (4452),4452,,,,,,,1,C7,●,False,True,False,False,False,False,False,False,Yes,True,
VI Retail,Food and Beverage Retailers (445),"Beer, wine and liquor retailers (4453)",4453,,,,,,,1,C7,●,False,True,False,False,False,False,False,False,Yes,True,
VI Retail,"Furniture, Home Furnishings, Electronics, and Appliance Retailers (449)",Furniture and home furnishing retailers (4491),4491,,,,,,,1,C7,●,False,True,False,False,False,False,False,False,Yes,True,
VI Retail,"Furniture, Home Furnishings, Electronics, and Appliance Retailers (449)",Electronics and appliance retailers (4492),4492,,,,,,,1,C7,●,False,True,False,False,False,False,False,False,Yes,True,
VI Retail,General Merchandise Retailers (455),Department stores (4551),4551,,,,,,,1,C7,●,False,True,False,False,False,False,False,False,Yes,True,
VI Retail,General Merchandise Retailers (455),"Warehouse clubs, supercenters, and other general merchandise retailers (4552)",4552,,,,,,,1,C7,●,False,True,False,False,False,False,False,False,Yes,True,
VI Retail,Health and Personal Care Retailers (456),Health and personal care retailers (4561),4561,,,,,,,1,C7,●,False,True,False,False,False,False,False,False,Yes,True,
VI Retail,Gasoline Stations and Fuel Dealers (457),#Automotive service stations#,4571,4571 minus 457120 Marine service stations; 457120 Truck stops,,,,Marine service stations; Truck stops,"NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution; See ZR Glossary for use definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10",4,C7,○,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-165,False,False,False,"Yes, by special permit",True,
VI Retail,Gasoline Stations and Fuel Dealers (457),Electric vehicle charging and battery swapping,,,,No EV charging NAICS index available under 4571,,,,0,C7,●U,False,True,False,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-164,"Yes, subject to open use allowances",True,
VI Retail,Gasoline Stations and Fuel Dealers (457),Boat fuel sales,4571 (select),457120 Marine service stations,Marine service stations,,,,"NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution",4,C7,●P     U,False,True,False,False,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,https://zr.planning.nyc.gov/article-iii/chapter-2#32-164,"Yes, subject to additional conditions, subject to open use allowances",True,
